id	title	description	price	condition	link	availability	image_link	brand	mpn
GB-01	Crux Resolve GhostBridge GB-01 RS232 to WiFi TCP Serial Bridge	GhostBridge GB-01 is an assembled local RS232-to-WiFi TCP bridge designed for reliable local serial communication. It is optimized and verified for the GhostTune workflow with MicroSquirt hardware running MS2/Extra 3.4.4, and can also serve compatible serial applications when electrical, cabling, serial, and software requirements match.	89.00 USD	new	https://cruxresolve.com/ghostbridge.html	in_stock	https://cruxresolve.com/assets/gb01/gb01-db9-angle.webp	Crux Resolve	GB-01
